empleado_id,departamento,nivel,ciudad,educacion,edad,salario_mensual,horas_semana,proyectos_completados,satisfaccion,fecha_ingreso
1287,Ventas,Junior,Monterrey,Licenciatura,38,43892.4,52,9,1.2,2018-10-09
1288,Ventas,Semi-Senior,Guadalajara,Doctorado,28,28204.15,54,5,4.2,2023-07-25
1289,Finanzas,Senior,Guadalajara,Técnico,27,66275.89,49,2,3.7,2018-04-25
1290,Recursos Humanos,Semi-Senior,Puebla,Maestría,45,34341.03,48,7,2.7,2024-09-13
1291,Recursos Humanos,Semi-Senior,CDMX,Maestría,59,56520.84,41,10,4.7,2018-01-10
1292,Ventas,Senior,Guadalajara,Doctorado,33,64616.34,49,6,2.9,2021-12-19
1293,Ventas,Junior,Puebla,Licenciatura,44,35659.31,51,6,3.7,2024-06-11
1294,Ventas,Senior,Monterrey,Licenciatura,35,81252.36,38,8,3.6,2019-06-30
1295,Ventas,Semi-Senior,Monterrey,Maestría,50,53247.97,35,6,4.4,2021-10-21
1296,Marketing,Junior,Puebla,Licenciatura,34,35021.71,48,4,3.0,2024-03-30
1297,Tecnología,Semi-Senior,Querétaro,Licenciatura,36,48141.23,40,17,2.6,2022-06-07
1298,Marketing,Junior,Guadalajara,Licenciatura,23,45812.74,41,10,4.7,2019-03-16
1299,Finanzas,Junior,CDMX,Licenciatura,23,31954.14,46,10,3.2,2024-03-30
1300,Recursos Humanos,Lead,Puebla,Licenciatura,58,77907.02,38,9,2.3,2016-06-16
1301,Ventas,Lead,CDMX,Técnico,42,76496.82,42,8,3.2,2020-01-18
1302,Ventas,Senior,Puebla,Maestría,22,61743.39,39,10,1.7,2021-11-17
1303,Tecnología,Junior,Monterrey,Técnico,24,22899.53,35,8,3.4,2023-02-07
1304,Ventas,Junior,Guadalajara,Maestría,38,50274.86,46,3,4.2,2023-12-17
1305,Ventas,Senior,Querétaro,Maestría,49,104700.75,48,8,3.3,2020-12-25
1306,Finanzas,Senior,Puebla,Licenciatura,22,44361.21,49,11,1.1,2017-01-05
1307,Recursos Humanos,Senior,CDMX,Maestría,38,63024.2,54,11,1.1,2019-05-23
1308,Tecnología,Junior,Guadalajara,Licenciatura,59,46217.72,50,8,2.8,2024-08-26
1309,Marketing,Junior,CDMX,Licenciatura,55,54494.03,46,6,3.7,2021-01-01
1310,Recursos Humanos,Lead,Guadalajara,Licenciatura,36,69905.04,40,7,3.6,2015-08-28
1311,Finanzas,Junior,Monterrey,Técnico,54,49464.45,37,9,2.4,2017-03-03
1312,Finanzas,Junior,Puebla,Licenciatura,48,72566.87,35,5,2.2,2022-12-18
1313,Marketing,Semi-Senior,Monterrey,Maestría,45,42240.06,44,10,4.8,2019-03-06
1314,Ventas,Senior,Monterrey,Técnico,24,56564.1,38,11,4.6,2021-11-08
1315,Ventas,Semi-Senior,Querétaro,Maestría,52,53865.07,49,8,1.3,2020-01-14
1316,Tecnología,Junior,CDMX,Licenciatura,36,38318.58,43,9,1.3,2020-09-21
1317,Tecnología,Semi-Senior,CDMX,Maestría,46,67630.16,50,8,4.1,2021-08-28
1318,Marketing,Junior,Guadalajara,Técnico,57,44026.33,43,7,3.5,2019-06-17
1319,Ventas,Semi-Senior,Monterrey,Doctorado,53,55360.62,41,7,4.7,2016-07-15
1320,Tecnología,Junior,Guadalajara,Maestría,27,23272.87,52,8,4.9,2018-08-12
1321,Tecnología,Junior,Monterrey,Técnico,39,48764.64,49,11,1.0,2020-11-27
1322,Finanzas,Senior,Puebla,Licenciatura,58,86775.77,47,10,1.5,2017-02-12
1323,Ventas,Semi-Senior,CDMX,Técnico,58,72591.7,50,9,2.7,2017-03-31
1324,Recursos Humanos,Junior,Monterrey,Licenciatura,42,63965.86,48,13,3.7,2022-01-07
1325,Tecnología,Junior,CDMX,Maestría,40,65612.78,44,5,1.9,2020-12-20
1326,Marketing,Senior,Puebla,Maestría,45,54590.73,52,7,4.6,2020-10-21
1327,Finanzas,Semi-Senior,Puebla,Maestría,42,37791.0,51,12,2.6,2022-07-31
1328,Finanzas,Junior,CDMX,Licenciatura,22,28975.34,50,10,1.6,2016-10-21
1329,Finanzas,Junior,Guadalajara,Doctorado,59,65605.91,45,8,4.8,2019-07-31
1330,Ventas,Junior,Guadalajara,Licenciatura,41,44799.68,52,7,3.8,2022-08-06
1331,Recursos Humanos,Semi-Senior,Querétaro,Licenciatura,55,74128.26,35,12,3.8,2024-05-13
1332,Tecnología,Lead,Guadalajara,Licenciatura,31,79789.09,48,7,2.4,2022-05-18
1333,Finanzas,Senior,Monterrey,Licenciatura,50,68114.68,45,7,1.9,2023-12-16
1334,Tecnología,Junior,Guadalajara,Licenciatura,28,33266.98,48,11,1.2,2023-01-14
1335,Tecnología,Junior,Monterrey,Licenciatura,57,52509.38,47,8,1.4,2016-09-15
1336,Ventas,Lead,CDMX,Maestría,32,91042.57,39,14,1.1,2016-09-22
1337,Recursos Humanos,Senior,Puebla,Maestría,34,52707.87,45,8,4.6,2022-03-13
1338,Tecnología,Lead,CDMX,Licenciatura,56,90234.15,45,9,4.0,2023-01-26
1339,Tecnología,Semi-Senior,Puebla,Licenciatura,44,72773.85,37,7,2.7,2023-03-05
1340,Finanzas,Semi-Senior,Puebla,Licenciatura,22,34467.36,44,8,2.1,2023-10-06
1341,Marketing,Semi-Senior,Guadalajara,Técnico,41,58725.81,52,4,3.5,2016-06-24
1342,Marketing,Semi-Senior,Puebla,Licenciatura,38,52871.85,42,7,2.9,2023-05-24
1343,Finanzas,Junior,Guadalajara,Licenciatura,45,33736.79,37,8,1.7,2023-02-05
1344,Recursos Humanos,Senior,Guadalajara,Maestría,28,63959.54,48,4,3.3,2016-11-05
1345,Marketing,Junior,Querétaro,Maestría,43,53464.33,38,1,4.9,2021-05-03
1346,Tecnología,Junior,Puebla,Doctorado,49,35192.14,35,3,3.8,2017-09-23
1347,Marketing,Junior,Guadalajara,Maestría,25,65056.26,49,5,2.2,2021-03-03
1348,Finanzas,Junior,CDMX,Maestría,28,23252.22,41,3,1.9,2016-02-05
1349,Recursos Humanos,Junior,Puebla,Licenciatura,32,23378.09,52,12,4.8,2018-09-06
1350,Marketing,Senior,Puebla,Maestría,22,43451.26,38,13,1.8,2023-04-17
1351,Marketing,Junior,Guadalajara,Maestría,39,48305.38,37,4,2.2,2022-10-06
1352,Finanzas,Junior,Querétaro,Licenciatura,41,48409.74,36,7,2.1,2024-05-02
1353,Marketing,Junior,Puebla,Técnico,35,32825.31,35,5,4.9,2016-07-31
1354,Recursos Humanos,Junior,Puebla,Técnico,38,30773.42,43,13,3.9,2017-02-23
1355,Tecnología,Senior,CDMX,Licenciatura,27,47633.56,48,9,3.6,2022-11-03
1356,Finanzas,Lead,Querétaro,Maestría,44,66320.16,42,12,1.5,2024-12-10
1357,Recursos Humanos,Semi-Senior,Querétaro,Licenciatura,33,36268.22,53,14,2.6,2019-12-09
1358,Recursos Humanos,Semi-Senior,CDMX,Técnico,35,45369.34,35,13,2.9,2015-02-10
1359,Ventas,Lead,CDMX,Licenciatura,26,80172.33,35,6,2.4,2024-08-10
1360,Recursos Humanos,Junior,Guadalajara,Maestría,22,23819.53,46,9,2.5,2018-05-30
1361,Finanzas,Semi-Senior,Querétaro,Licenciatura,54,57398.94,48,10,4.9,2022-09-22
1362,Ventas,Lead,Monterrey,Maestría,46,96935.47,53,6,1.3,2021-06-16
1363,Tecnología,Semi-Senior,Guadalajara,Licenciatura,32,36835.0,43,10,3.7,2023-08-23
1364,Recursos Humanos,Junior,CDMX,Licenciatura,47,32566.66,42,9,4.7,2020-10-24
1365,Ventas,Semi-Senior,CDMX,Licenciatura,41,57584.21,39,6,4.3,2019-10-27
1366,Ventas,Junior,Querétaro,Licenciatura,40,49856.71,40,6,1.3,2023-12-06
1367,Marketing,Semi-Senior,Querétaro,Técnico,39,82706.78,42,11,5.0,2016-07-08
1368,Ventas,Lead,Querétaro,Técnico,47,92316.26,47,7,3.5,2023-04-19
1369,Recursos Humanos,Semi-Senior,Monterrey,Licenciatura,44,54758.11,42,8,2.4,2019-06-06
1370,Finanzas,Lead,Querétaro,Licenciatura,22,68205.82,54,3,3.2,2022-02-17
1371,Recursos Humanos,Junior,CDMX,Licenciatura,52,41869.49,36,8,2.3,2019-06-15
1372,Tecnología,Junior,CDMX,Licenciatura,47,42907.95,53,7,1.5,2019-03-15
1373,Ventas,Semi-Senior,Guadalajara,Maestría,53,54410.48,39,10,3.6,2017-05-19
1374,Tecnología,Junior,Monterrey,Licenciatura,32,37843.89,46,9,1.8,2022-04-15
1375,Finanzas,Semi-Senior,Monterrey,Licenciatura,59,57347.21,45,11,2.9,2023-11-16
1376,Finanzas,Senior,Puebla,Maestría,28,55936.85,35,9,3.7,2015-09-01
1377,Finanzas,Semi-Senior,Guadalajara,Técnico,52,70638.81,36,8,1.9,2017-01-03
1378,Tecnología,Junior,Querétaro,Técnico,52,66744.3,52,6,1.4,2019-02-28
1379,Marketing,Semi-Senior,Guadalajara,Maestría,45,52813.25,52,13,3.0,2015-10-13
1380,Finanzas,Senior,Monterrey,Licenciatura,49,66177.74,44,7,4.6,2016-07-24
1381,Tecnología,Junior,Guadalajara,Doctorado,25,22232.17,38,14,4.4,2016-06-26
1382,Marketing,Junior,CDMX,Licenciatura,33,27717.36,48,9,4.1,2018-01-06
1383,Marketing,Junior,Puebla,Licenciatura,42,33828.03,39,10,4.3,2024-08-17
1384,Recursos Humanos,Senior,Puebla,Maestría,40,56497.58,47,9,3.0,2019-10-15
1385,Marketing,Semi-Senior,Querétaro,Licenciatura,54,42761.3,39,13,1.4,2019-09-07
1386,Tecnología,Lead,Guadalajara,Maestría,57,96449.03,42,13,3.4,2021-04-14
1387,Tecnología,Senior,Querétaro,Maestría,53,58239.02,49,9,4.5,2019-05-31
1388,Marketing,Semi-Senior,Guadalajara,Maestría,23,28778.31,37,7,4.8,2015-01-11
1389,Ventas,Junior,Querétaro,Maestría,48,47188.23,48,5,1.7,2016-09-08
1390,Tecnología,Semi-Senior,Querétaro,Licenciatura,44,43724.53,54,10,4.8,2022-02-12
1391,Finanzas,Junior,Monterrey,Licenciatura,42,50809.67,48,8,4.8,2021-08-29
1392,Tecnología,Senior,Guadalajara,Técnico,30,47444.41,36,9,2.0,2018-11-25
1393,Finanzas,Lead,Guadalajara,Maestría,44,82997.24,47,7,3.2,2024-03-12
1394,Tecnología,Lead,Guadalajara,Licenciatura,41,67626.2,37,11,4.2,2016-08-14
1395,Ventas,Lead,Puebla,Licenciatura,24,79201.87,49,6,2.4,2016-04-10
1396,Finanzas,Junior,Guadalajara,Licenciatura,41,54809.98,52,10,3.5,2019-08-28
1397,Recursos Humanos,Senior,Querétaro,Licenciatura,22,45300.02,47,2,3.7,2024-08-24
1398,Marketing,Semi-Senior,Querétaro,Maestría,26,33644.93,53,8,3.3,2024-07-20
1399,Ventas,Senior,Querétaro,Doctorado,50,70184.31,47,5,1.6,2023-05-30
1400,Marketing,Senior,Guadalajara,Licenciatura,56,91822.62,41,4,2.6,2023-05-07
1401,Marketing,Junior,Monterrey,Licenciatura,58,56123.93,50,9,3.4,2015-06-23
1402,Finanzas,Lead,Guadalajara,Maestría,34,100118.52,47,16,4.7,2020-08-18
1403,Tecnología,Junior,Guadalajara,Licenciatura,59,62557.38,45,5,1.1,2021-01-28
1404,Marketing,Semi-Senior,Querétaro,Doctorado,41,31574.98,37,9,1.3,2019-10-11
1405,Marketing,Semi-Senior,Guadalajara,Maestría,48,45137.7,47,5,4.9,2021-02-03
1406,Recursos Humanos,Junior,Monterrey,Técnico,29,36294.31,38,9,3.1,2017-11-25
1407,Tecnología,Semi-Senior,Monterrey,Doctorado,54,58893.25,42,3,2.3,2016-09-11
1408,Tecnología,Junior,Guadalajara,Licenciatura,25,34057.25,50,9,1.7,2016-08-30
1409,Recursos Humanos,Junior,Guadalajara,Licenciatura,38,77043.08,51,7,2.9,2020-09-22
1410,Ventas,Junior,CDMX,Maestría,58,79063.14,48,12,1.1,2017-03-10
1411,Ventas,Semi-Senior,Monterrey,Maestría,33,70475.09,35,15,1.3,2020-01-24
1412,Tecnología,Junior,Monterrey,Licenciatura,31,39757.82,48,12,3.2,2024-09-15
1413,Ventas,Senior,CDMX,Licenciatura,59,58663.34,53,7,2.1,2017-11-18
1414,Tecnología,Semi-Senior,CDMX,Licenciatura,46,71920.63,48,7,4.4,2016-02-21
1415,Recursos Humanos,Lead,Puebla,Maestría,27,73978.81,35,7,4.8,2017-03-06
1416,Marketing,Junior,Querétaro,Licenciatura,29,54964.54,46,6,2.3,2024-06-03
1417,Ventas,Junior,Guadalajara,Maestría,46,39951.85,38,10,1.8,2017-03-30
1418,Marketing,Semi-Senior,Monterrey,Licenciatura,53,58178.38,50,6,2.5,2016-09-01
1419,Ventas,Semi-Senior,Guadalajara,Maestría,48,61995.45,43,9,3.2,2019-09-21
1420,Marketing,Lead,CDMX,Licenciatura,45,112225.16,54,5,2.6,2015-01-13
1421,Finanzas,Semi-Senior,Guadalajara,Técnico,57,51630.36,49,7,4.1,2018-08-28
1422,Tecnología,Semi-Senior,CDMX,Licenciatura,36,40028.23,42,2,3.9,2019-01-30
1423,Tecnología,Semi-Senior,Querétaro,Doctorado,56,69601.04,40,11,2.5,2023-04-01
1424,Tecnología,Junior,CDMX,Maestría,44,38808.23,49,4,3.0,2017-11-21
1425,Tecnología,Semi-Senior,Puebla,Licenciatura,56,59633.58,53,11,2.9,2020-01-23
1426,Finanzas,Junior,Monterrey,Maestría,43,37465.78,45,3,2.8,2019-08-05
1427,Marketing,Junior,CDMX,Técnico,44,39195.7,40,8,2.4,2023-06-02
1428,Finanzas,Semi-Senior,Monterrey,Licenciatura,32,41264.12,41,6,2.9,2021-09-11
1429,Finanzas,Junior,Querétaro,Licenciatura,28,29705.27,53,8,3.0,2017-05-25
1430,Tecnología,Lead,Monterrey,Maestría,33,94398.51,35,9,1.4,2023-03-06
1431,Recursos Humanos,Junior,Puebla,Licenciatura,27,29237.35,43,10,4.2,2020-08-15
1432,Tecnología,Senior,CDMX,Maestría,31,68332.07,36,8,2.0,2016-12-06
1433,Recursos Humanos,Junior,Puebla,Licenciatura,28,44823.58,43,11,3.1,2019-10-30
1434,Recursos Humanos,Semi-Senior,CDMX,Licenciatura,23,43411.58,35,11,4.2,2022-01-06
1435,Ventas,Senior,CDMX,Licenciatura,39,59190.96,42,5,3.0,2022-12-21
1436,Tecnología,Semi-Senior,Querétaro,Maestría,46,50335.63,50,7,2.0,2017-02-03
1437,Recursos Humanos,Semi-Senior,CDMX,Técnico,22,50891.89,39,4,4.5,2020-02-01
1438,Recursos Humanos,Junior,Guadalajara,Técnico,31,79588.59,50,7,3.5,2016-05-22
1439,Finanzas,Junior,CDMX,Maestría,26,54767.18,36,9,3.3,2016-11-12
1440,Recursos Humanos,Junior,Guadalajara,Licenciatura,28,30844.11,47,10,3.3,2017-09-29
1441,Tecnología,Semi-Senior,CDMX,Técnico,33,57917.28,46,9,1.8,2019-01-14
1442,Marketing,Semi-Senior,Monterrey,Maestría,42,69291.23,43,9,2.0,2015-10-10
1443,Ventas,Lead,CDMX,Maestría,49,92712.67,38,6,2.8,2015-02-13
1444,Marketing,Junior,Querétaro,Doctorado,54,40494.84,37,12,2.2,2022-04-30
1445,Ventas,Lead,CDMX,Maestría,57,123364.73,47,10,2.8,2018-06-09
1446,Marketing,Junior,Querétaro,Maestría,48,34326.94,44,6,2.6,2018-02-19
1447,Marketing,Junior,Querétaro,Licenciatura,31,30358.73,53,3,1.8,2015-07-13
1448,Recursos Humanos,Junior,Guadalajara,Licenciatura,29,30447.11,44,11,2.7,2015-11-03
1449,Tecnología,Senior,Monterrey,Maestría,48,69528.18,35,15,1.4,2016-04-16
1450,Finanzas,Junior,Guadalajara,Maestría,43,29878.89,46,7,1.7,2021-09-27
1451,Ventas,Junior,Querétaro,Licenciatura,38,61589.21,51,9,1.1,2017-04-24
1452,Marketing,Lead,Puebla,Maestría,31,68239.76,44,9,4.7,2015-11-22
1453,Finanzas,Lead,Puebla,Maestría,53,69487.65,42,9,4.4,2022-05-21
1454,Recursos Humanos,Junior,Querétaro,Maestría,33,29048.69,42,11,1.6,2021-08-10
1455,Recursos Humanos,Semi-Senior,CDMX,Licenciatura,51,63974.29,49,10,1.1,2024-04-28
1456,Ventas,Senior,CDMX,Técnico,27,48016.63,37,7,3.3,2019-03-26
1457,Recursos Humanos,Semi-Senior,Querétaro,Técnico,53,46241.91,54,8,2.6,2015-08-29
1458,Marketing,Junior,Guadalajara,Doctorado,33,28793.0,48,5,1.9,2022-11-06
1459,Finanzas,Senior,Monterrey,Licenciatura,23,54166.35,39,5,2.2,2020-01-03
1460,Finanzas,Junior,Guadalajara,Licenciatura,43,37592.06,41,3,3.5,2023-11-15
1461,Finanzas,Semi-Senior,CDMX,Técnico,34,57505.28,40,5,2.8,2022-04-14
1462,Ventas,Senior,Querétaro,Licenciatura,58,90217.94,51,5,1.8,2022-08-09
1463,Tecnología,Semi-Senior,Puebla,Técnico,50,68867.78,41,9,3.6,2024-09-24
1464,Recursos Humanos,Junior,Guadalajara,Licenciatura,35,23266.05,50,6,4.5,2022-08-06
1465,Finanzas,Semi-Senior,CDMX,Técnico,41,42710.13,43,9,2.8,2015-04-21
1466,Finanzas,Semi-Senior,Guadalajara,Licenciatura,32,87334.69,45,7,3.2,2016-01-03
1467,Ventas,Junior,CDMX,Licenciatura,26,46878.18,44,14,1.3,2019-02-01
1468,Finanzas,Senior,CDMX,Maestría,48,54701.23,54,8,4.5,2024-05-03
1469,Ventas,Junior,CDMX,Maestría,49,40733.56,53,9,4.7,2017-11-23
1470,Finanzas,Junior,CDMX,Maestría,37,57651.17,37,8,4.2,2022-01-07
1471,Marketing,Junior,Guadalajara,Técnico,26,47369.33,44,6,2.7,2018-03-30
1472,Finanzas,Semi-Senior,Querétaro,Licenciatura,42,65415.62,39,5,1.8,2021-01-06
1473,Ventas,Junior,CDMX,Licenciatura,22,22104.75,48,7,2.4,2016-09-10
1474,Finanzas,Senior,Guadalajara,Doctorado,39,67687.95,41,7,3.4,2018-11-16
1475,Ventas,Junior,Monterrey,Doctorado,36,33997.41,49,10,2.2,2022-08-29
1476,Marketing,Senior,Querétaro,Licenciatura,24,40233.97,48,5,2.3,2016-07-04
1477,Recursos Humanos,Junior,Puebla,Maestría,32,38064.66,41,10,2.1,2021-03-16
1478,Tecnología,Junior,CDMX,Maestría,22,37415.17,40,11,2.2,2017-02-20
1479,Tecnología,Junior,Guadalajara,Licenciatura,55,29640.4,41,5,1.3,2022-12-31
1480,Tecnología,Semi-Senior,Guadalajara,Licenciatura,49,53115.59,48,6,3.9,2023-03-18
1481,Ventas,Lead,Monterrey,Maestría,53,99003.04,42,4,4.7,2017-06-22
1482,Tecnología,Senior,Querétaro,Licenciatura,38,73214.29,52,12,4.7,2019-12-11
1483,Tecnología,Junior,Puebla,Licenciatura,59,48005.22,51,10,1.7,2019-01-28
1484,Finanzas,Lead,Guadalajara,Licenciatura,55,117435.52,48,8,1.9,2018-01-07
1485,Marketing,Junior,Monterrey,Licenciatura,48,67658.28,39,7,4.0,2022-10-03
1486,Ventas,Junior,Querétaro,Maestría,55,39004.37,52,8,3.5,2017-02-09
1487,Marketing,Semi-Senior,Puebla,Maestría,34,49773.59,47,9,3.2,2015-11-20
1488,Tecnología,Semi-Senior,Puebla,Licenciatura,43,75309.96,41,9,1.4,2018-10-03
1489,Tecnología,Senior,CDMX,Licenciatura,42,58168.78,42,8,2.9,2023-04-20
1490,Tecnología,Junior,CDMX,Técnico,30,62546.18,52,7,1.9,2016-12-23
1491,Recursos Humanos,Lead,Puebla,Licenciatura,30,79419.22,48,7,1.8,2019-04-04
1492,Recursos Humanos,Semi-Senior,Monterrey,Maestría,34,54130.95,49,2,1.2,2021-01-07
1493,Recursos Humanos,Junior,Monterrey,Licenciatura,23,52450.28,39,2,3.2,2021-04-14
1494,Tecnología,Lead,Puebla,Licenciatura,32,84915.36,41,4,1.6,2020-10-06
1495,Recursos Humanos,Lead,Querétaro,Técnico,53,85277.4,40,4,1.4,2015-08-12
1496,Finanzas,Junior,Monterrey,Maestría,49,36863.08,45,4,1.5,2020-01-08
1497,Recursos Humanos,Lead,CDMX,Licenciatura,23,83552.01,40,4,3.6,2018-10-26
1498,Tecnología,Junior,Monterrey,Licenciatura,59,67125.42,42,12,4.2,2020-07-13
1499,Ventas,Semi-Senior,Querétaro,Maestría,50,60661.78,39,8,2.2,2021-12-26
