product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0250022391,Producto Electronics 281,Electronics,₹825,"₹2,171",62%,4.0,"10,900"
B0688679787,Producto Computers&Accessories 282,Computers&Accessories,₹800,"₹1,778",55%,4.0,"2,358"
B0732258417,Producto Electronics 283,Electronics,₹662,"₹1,142",42%,3.9,"8,992"
B0412472872,Producto Computers&Accessories 284,Computers&Accessories,"₹1,469","₹2,408",39%,4.2,"6,294"
B0790988807,Producto Electronics 285,Electronics,"₹2,757","₹3,996",31%,3.7,"8,114"
B0492249247,Producto Computers&Accessories 286,Computers&Accessories,"₹1,169","₹2,541",54%,3.8,"1,528"
B0874412317,Producto Computers&Accessories 287,Computers&Accessories,₹926,"₹2,012",54%,4.1,"1,307"
B0975287853,Producto Electronics 288,Electronics,₹787,"₹1,109",29%,3.9,920
B0333481691,Producto Computers&Accessories 289,Computers&Accessories,₹951,"₹1,698",44%,3.7,"11,534"
B0233610344,Producto Electronics 290,Electronics,"₹5,218","₹10,436",50%,4.2,"13,107"
B0157095519,Producto Electronics 291,Electronics,"₹1,815","₹3,946",54%,3.9,"9,613"
B0893256920,Producto Home&Kitchen 292,Home&Kitchen,₹236,₹621,62%,3.8,"1,049"
B0463064801,Producto Computers&Accessories 293,Computers&Accessories,"₹1,985","₹3,202",38%,3.9,"8,208"
B0386050620,Producto Electronics 294,Electronics,"₹6,627","₹10,519",37%,3.7,837
B0196408972,Producto Computers&Accessories 295,Computers&Accessories,"₹1,135","₹2,702",58%,4.0,66
B0885742936,Producto Home&Kitchen 296,Home&Kitchen,₹296,"₹1,097",73%,4.0,"3,854"
B0347065318,Producto Electronics 297,Electronics,"₹4,384","₹7,970",45%,3.9,"3,588"
B0432480637,Producto Computers&Accessories 298,Computers&Accessories,₹551,"₹1,378",60%,3.9,"13,648"
B0251161404,Producto Electronics 299,Electronics,"₹3,768","₹6,610",43%,4.3,"1,720"
B0486450859,Producto Electronics 300,Electronics,"₹1,370","₹2,076",34%,4.1,"20,242"
B0845874416,Producto Computers&Accessories 301,Computers&Accessories,₹670,"₹1,488",55%,3.6,"4,703"
B0903497149,Producto Computers&Accessories 302,Computers&Accessories,"₹1,608","₹3,574",55%,4.3,"5,115"
B0721489784,Producto Home&Kitchen 303,Home&Kitchen,"₹1,336","₹2,905",54%,4.2,"4,810"
B0203241131,Producto Home&Kitchen 304,Home&Kitchen,₹738,"₹1,153",36%,4.1,"1,075"
B0241384239,Producto Health&PersonalCare 305,Health&PersonalCare,₹513,"₹1,140",55%,4.3,"4,125"
B0849165769,Producto Computers&Accessories 306,Computers&Accessories,"₹1,701","₹2,744",38%,4.0,"5,186"
B0368225594,Producto Electronics 307,Electronics,₹387,"₹1,681",77%,4.3,"14,636"
B0145384376,Producto Home&Kitchen 308,Home&Kitchen,₹405,₹900,55%,3.9,"3,266"
B0365488606,Producto Electronics 309,Electronics,"₹2,390","₹4,878",51%,4.3,"6,398"
B0434456299,Producto Computers&Accessories 310,Computers&Accessories,"₹2,230","₹5,186",57%,4.1,"9,900"
B0297960714,Producto Electronics 311,Electronics,"₹4,884","₹6,691",27%,3.6,"1,980"
B0992550844,Producto Electronics 312,Electronics,"₹3,041","₹6,757",55%,4.3,"12,720"
B0117948981,Producto Car&Motorbike 313,Car&Motorbike,₹190,₹359,47%,|,"7,236"
B0530007283,Producto MusicalInstruments 314,MusicalInstruments,"₹2,090","₹4,179",50%,3.9,"8,763"
B0101817324,Producto Home&Kitchen 315,Home&Kitchen,"₹1,188","₹2,014",41%,3.9,412
B0546657569,Producto Computers&Accessories 316,Computers&Accessories,"₹1,303","₹2,555",49%,3.9,"3,347"
B0384976122,Producto Electronics 317,Electronics,"₹4,407","₹5,310",17%,4.0,"1,661"
B0333491795,Producto Electronics 318,Electronics,₹269,₹585,54%,3.8,301
B0292794246,Producto Electronics 319,Electronics,₹93,₹233,60%,3.6,"8,717"
B0595663584,Producto Computers&Accessories 320,Computers&Accessories,"₹1,083","₹2,519",57%,3.7,718
B0412056381,Producto Home&Kitchen 321,Home&Kitchen,₹547,"₹1,190",54%,|,"14,644"
B0407450680,Producto Home&Kitchen 322,Home&Kitchen,₹712,"₹1,047",32%,3.9,"3,483"
B0472535010,Producto Electronics 323,Electronics,"₹1,909","₹4,545",58%,4.4,"9,009"
B0401713404,Producto Car&Motorbike 324,Car&Motorbike,₹682,"₹1,450",53%,4.0,"2,631"
B0541286475,Producto Home&Kitchen 325,Home&Kitchen,₹396,"₹1,583",75%,4.3,"15,059"
B0715793796,Producto Computers&Accessories 326,Computers&Accessories,"₹2,788","₹3,872",28%,3.8,"3,044"
B0406035531,Producto Computers&Accessories 327,Computers&Accessories,₹981,"₹1,344",27%,3.8,"5,014"
B0632448220,Producto Computers&Accessories 328,Computers&Accessories,"₹1,475","₹2,681",45%,4.0,"10,743"
B0270830242,Producto Electronics 329,Electronics,₹907,"₹1,929",53%,4.0,"8,266"
B0333260836,Producto Computers&Accessories 330,Computers&Accessories,₹99,₹282,65%,4.0,"3,679"
B0813768379,Producto Home&Kitchen 331,Home&Kitchen,₹315,₹985,68%,3.8,"4,627"
B0904347584,Producto Electronics 332,Electronics,"₹4,724","₹6,846",31%,3.5,"5,865"
B0992125071,Producto Electronics 333,Electronics,"₹1,078","₹1,563",31%,4.2,"3,239"
B0382470429,Producto Electronics 334,Electronics,"₹2,603","₹4,566",43%,4.2,"4,827"
B0713423048,Producto Electronics 335,Electronics,"₹4,428","₹6,236",29%,3.8,"4,350"
B0937126441,Producto OfficeProducts 336,OfficeProducts,₹651,"₹1,122",42%,4.1,"2,471"
B0542541116,Producto Home&Kitchen 337,Home&Kitchen,₹447,₹721,38%,3.9,"3,573"
B0611601097,Producto Computers&Accessories 338,Computers&Accessories,₹665,"₹1,109",40%,4.3,"5,716"
B0763416780,Producto Electronics 339,Electronics,"₹2,159","₹3,427",37%,3.6,"3,812"
B0394652861,Producto Computers&Accessories 340,Computers&Accessories,"₹1,753","₹2,541",31%,3.9,"4,039"
B0858419795,Producto Computers&Accessories 341,Computers&Accessories,"₹1,287","₹3,300",61%,4.0,"3,662"
B0230301788,Producto Electronics 342,Electronics,"₹2,501","₹5,321",53%,4.1,"6,189"
B0820480703,Producto Computers&Accessories 343,Computers&Accessories,"₹6,278","₹10,126",38%,4.4,"13,645"
B0290873528,Producto Computers&Accessories 344,Computers&Accessories,"₹2,028","₹5,482",63%,4.0,"4,895"
B0174135363,Producto Computers&Accessories 345,Computers&Accessories,"₹1,174","₹1,565",25%,4.2,"4,677"
B0127833645,Producto Home&Kitchen 346,Home&Kitchen,"₹1,563","₹4,597",66%,4.0,"4,945"
B0208968816,Producto Electronics 347,Electronics,₹386,"₹1,206",68%,4.4,"17,582"
B0225303323,Producto Computers&Accessories 348,Computers&Accessories,₹494,₹838,41%,4.2,"3,651"
B0407993060,Producto Computers&Accessories 349,Computers&Accessories,"₹2,425","₹3,619",33%,3.9,"1,461"
B0291207032,Producto Computers&Accessories 350,Computers&Accessories,₹695,"₹1,696",59%,3.9,"8,559"
B0484977410,Producto OfficeProducts 351,OfficeProducts,"₹1,143","₹1,759",35%,4.1,"3,099"
B0985474852,Producto Home&Kitchen 352,Home&Kitchen,"₹1,009","₹1,940",48%,3.8,"6,982"
B0886193327,Producto Electronics 353,Electronics,"₹1,197","₹3,068",61%,4.1,"3,439"
B0848010130,Producto Electronics 354,Electronics,"₹2,102","₹2,880",27%,3.9,"1,036"
B0271349842,Producto Home&Kitchen 355,Home&Kitchen,₹420,"₹1,049",60%,4.2,"5,412"
B0317227024,Producto Electronics 356,Electronics,₹266,₹337,21%,3.9,608
B0236671697,Producto Computers&Accessories 357,Computers&Accessories,₹465,₹948,51%,3.8,"5,459"
B0578665169,Producto Toys&Games 358,Toys&Games,₹271,₹424,36%,4.3,"9,051"
B0319963256,Producto Computers&Accessories 359,Computers&Accessories,"₹1,966","₹4,369",55%,4.1,"20,195"
B0888803158,Producto Computers&Accessories 360,Computers&Accessories,₹770,"₹1,283",40%,4.0,"2,543"
B0723224136,Producto Home&Kitchen 361,Home&Kitchen,₹876,"₹1,652",47%,4.1,"2,242"
B0460780329,Producto Computers&Accessories 362,Computers&Accessories,₹830,"₹1,805",54%,3.6,"7,528"
B0663810076,Producto Computers&Accessories 363,Computers&Accessories,₹573,₹955,40%,4.6,"10,051"
B0253799745,Producto Toys&Games 364,Toys&Games,₹578,₹917,37%,4.0,"7,729"
B0692838267,Producto Computers&Accessories 365,Computers&Accessories,₹822,"₹2,054",60%,3.5,"15,592"
B0449838992,Producto Car&Motorbike 366,Car&Motorbike,"₹1,252","₹2,608",52%,4.4,"5,820"
B0266057976,Producto HomeImprovement 367,HomeImprovement,₹455,₹722,37%,3.8,"16,730"
B0527826807,Producto Electronics 368,Electronics,₹901,"₹1,916",53%,4.3,"3,998"
B0687987052,Producto Electronics 369,Electronics,"₹4,122","₹5,974",31%,4.0,"1,942"
B0669986462,Producto Electronics 370,Electronics,"₹1,616","₹2,886",44%,3.6,"1,653"
B0253923675,Producto Electronics 371,Electronics,"₹3,857","₹6,323",39%,4.1,"1,898"
B0540353770,Producto Electronics 372,Electronics,"₹1,463","₹2,120",31%,4.0,"15,525"
B0114414191,Producto Home&Kitchen 373,Home&Kitchen,₹754,"₹1,396",46%,4.3,"13,118"
B0429900851,Producto Electronics 374,Electronics,"₹1,409","₹1,985",29%,4.1,"14,876"
B0594674342,Producto Electronics 375,Electronics,₹532,"₹1,613",67%,3.7,435
B0113132347,Producto MusicalInstruments 376,MusicalInstruments,₹148,₹198,25%,4.2,922
B0984288349,Producto Electronics 377,Electronics,"₹2,972","₹9,007",67%,4.0,"4,077"
B0266696175,Producto Home&Kitchen 378,Home&Kitchen,₹582,₹832,30%,4.5,"3,027"
B0798372530,Producto Electronics 379,Electronics,"₹1,838","₹4,838",62%,4.0,"6,361"
B0249747923,Producto Electronics 380,Electronics,"₹2,275","₹2,917",22%,3.9,"3,300"
B0489072481,Producto Home&Kitchen 381,Home&Kitchen,"₹1,690","₹2,770",39%,3.8,"1,251"
B0437992205,Producto Computers&Accessories 382,Computers&Accessories,₹109,₹351,69%,3.9,"3,024"
B0542730201,Producto OfficeProducts 383,OfficeProducts,₹164,₹779,79%,3.9,"4,511"
B0126555561,Producto Home&Kitchen 384,Home&Kitchen,"₹1,112","₹2,138",48%,4.3,"1,461"
B0661297202,Producto Home&Kitchen 385,Home&Kitchen,₹601,"₹1,307",54%,3.7,"3,687"
B0860064874,Producto Electronics 386,Electronics,₹790,"₹1,756",55%,4.3,"1,694"
B0575322577,Producto Electronics 387,Electronics,₹426,₹591,28%,4.2,"3,469"
B0753338879,Producto Home&Kitchen 388,Home&Kitchen,₹412,₹723,43%,4.4,"2,065"
B0338118570,Producto Home&Kitchen 389,Home&Kitchen,₹76,₹151,50%,4.0,"9,783"
B0748405064,Producto Health&PersonalCare 390,Health&PersonalCare,₹715,₹841,15%,3.7,"3,698"
B0737181267,Producto Computers&Accessories 391,Computers&Accessories,"₹1,411","₹2,940",52%,4.0,"6,642"
B0104178236,Producto Computers&Accessories 392,Computers&Accessories,"₹2,751","₹3,768",27%,4.1,"6,741"
B0458497897,Producto Home&Kitchen 393,Home&Kitchen,₹390,₹541,28%,4.0,"5,419"
B0774669149,Producto Electronics 394,Electronics,₹812,"₹1,231",34%,4.1,"8,676"
B0274826046,Producto Toys&Games 395,Toys&Games,₹473,"₹1,101",57%,4.4,"6,820"
B0220489113,Producto OfficeProducts 396,OfficeProducts,₹638,₹952,33%,4.1,"7,183"
B0287804926,Producto Computers&Accessories 397,Computers&Accessories,₹124,₹311,60%,4.1,"7,332"
B0107572830,Producto Home&Kitchen 398,Home&Kitchen,₹304,₹692,56%,3.5,"5,118"
B0210103074,Producto Home&Kitchen 399,Home&Kitchen,"₹1,260","₹3,500",64%,3.8,844
B0615451714,Producto Electronics 400,Electronics,"₹3,698","₹5,778",36%,3.9,"1,305"
B0103566375,Producto HomeImprovement 401,HomeImprovement,₹481,₹816,41%,3.4,"3,768"
B0217654268,Producto Computers&Accessories 402,Computers&Accessories,₹458,₹674,32%,3.7,"1,533"
B0829372805,Producto Home&Kitchen 403,Home&Kitchen,₹365,₹529,31%,3.9,"3,339"
B0316509568,Producto Electronics 404,Electronics,₹655,"₹2,341",72%,4.1,"3,557"
B0820830899,Producto OfficeProducts 405,OfficeProducts,₹91,₹171,47%,4.2,"3,085"
B0266523237,Producto Computers&Accessories 406,Computers&Accessories,"₹3,209","₹4,719",32%,3.9,"3,740"
B0417238177,Producto Electronics 407,Electronics,"₹4,971","₹7,101",30%,4.0,
B0980659314,Producto HomeImprovement 408,HomeImprovement,₹204,₹335,39%,3.9,"11,183"
B0733006331,Producto Electronics 409,Electronics,"₹4,286","₹10,990",61%,4.1,"1,096"
B0409805190,Producto Electronics 410,Electronics,₹706,"₹2,277",69%,4.2,"9,710"
B0420302922,Producto Car&Motorbike 411,Car&Motorbike,₹301,"₹1,255",76%,4.5,"13,735"
B0446771978,Producto Car&Motorbike 412,Car&Motorbike,₹295,₹844,65%,3.9,
B0787579939,Producto Computers&Accessories 413,Computers&Accessories,₹452,₹766,41%,4.0,"4,460"
B0372951955,Producto Home&Kitchen 414,Home&Kitchen,₹261,₹931,72%,4.3,"11,195"
B0350022206,Producto Computers&Accessories 415,Computers&Accessories,₹111,₹318,65%,3.7,"12,880"
B0539693391,Producto Electronics 416,Electronics,"₹1,024","₹2,498",59%,4.6,"3,683"
B0186584510,Producto Electronics 417,Electronics,"₹1,084","₹3,098",65%,4.4,"7,098"
B0684918468,Producto Home&Kitchen 418,Home&Kitchen,₹936,"₹1,485",37%,3.5,"2,501"
B0362765597,Producto Home&Kitchen 419,Home&Kitchen,₹98,₹273,64%,4.2,"10,144"
B0598985373,Producto Home&Kitchen 420,Home&Kitchen,₹70,₹293,76%,3.9,"1,219"
B0634376294,Producto Home&Kitchen 421,Home&Kitchen,"₹1,020","₹1,436",29%,3.9,"9,350"
B0990401135,Producto Electronics 422,Electronics,₹694,"₹1,120",38%,4.1,"5,336"
B0912637924,Producto Computers&Accessories 423,Computers&Accessories,₹717,"₹1,749",59%,4.3,"4,599"
B0968115424,Producto Electronics 424,Electronics,"₹5,178","₹7,614",32%,3.8,"3,427"
B0947286867,Producto Computers&Accessories 425,Computers&Accessories,₹256,₹639,60%,3.9,"10,750"
B0371719925,Producto Computers&Accessories 426,Computers&Accessories,₹537,₹976,45%,4.1,"7,043"
B0318324629,Producto OfficeProducts 427,OfficeProducts,₹493,"₹1,297",62%,4.2,"5,618"
B0954280040,Producto Computers&Accessories 428,Computers&Accessories,₹142,₹308,54%,3.8,"3,607"
B0284634361,Producto Electronics 429,Electronics,"₹1,727","₹2,831",39%,4.5,"4,513"
B0320891836,Producto Electronics 430,Electronics,"₹1,409","₹4,145",66%,3.9,"8,601"
B0315675924,Producto Home&Kitchen 431,Home&Kitchen,"₹1,193","₹2,339",49%,4.3,"4,070"
B0443668981,Producto Computers&Accessories 432,Computers&Accessories,₹476,"₹1,441",67%,4.2,"9,446"
B0958257690,Producto Electronics 433,Electronics,₹543,"₹1,005",46%,4.2,"2,022"
B0771287909,Producto Electronics 434,Electronics,"₹1,758","₹3,995",56%,3.9,"2,290"
B0995732642,Producto Home&Kitchen 435,Home&Kitchen,₹900,"₹1,526",41%,3.5,"3,138"
B0582237221,Producto Electronics 436,Electronics,"₹5,565","₹10,305",46%,4.0,"3,662"
B0514275815,Producto Home&Kitchen 437,Home&Kitchen,₹531,₹931,43%,4.0,"2,246"
B0917289531,Producto Home&Kitchen 438,Home&Kitchen,₹555,"₹1,541",64%,3.8,"1,422"
B0685415493,Producto Electronics 439,Electronics,"₹2,146","₹3,022",29%,4.2,"1,800"
B0881182751,Producto Electronics 440,Electronics,₹836,"₹1,130",26%,4.0,"11,250"
B0526356047,Producto Health&PersonalCare 441,Health&PersonalCare,₹406,₹606,33%,3.8,"1,802"
B0723679451,Producto Computers&Accessories 442,Computers&Accessories,"₹1,963","₹4,268",54%,4.2,"5,523"
B0829675727,Producto Computers&Accessories 443,Computers&Accessories,"₹1,549","₹3,296",53%,4.2,"2,732"
B0279974554,Producto Home&Kitchen 444,Home&Kitchen,₹282,₹671,58%,3.8,"3,390"
B0333107842,Producto Toys&Games 445,Toys&Games,₹169,₹604,72%,4.4,"13,772"
B0229099476,Producto Health&PersonalCare 446,Health&PersonalCare,₹728,"₹1,120",35%,4.6,"4,198"
B0620837477,Producto Home&Kitchen 447,Home&Kitchen,₹418,₹951,56%,|,"3,029"
B0255792381,Producto Computers&Accessories 448,Computers&Accessories,"₹1,652","₹4,588",64%,|,"2,910"
B0732654437,Producto Electronics 449,Electronics,"₹1,247","₹2,833",56%,4.1,"15,494"
B0970988573,Producto Home&Kitchen 450,Home&Kitchen,₹776,"₹1,124",31%,4.6,"3,621"
B0124762389,Producto Computers&Accessories 451,Computers&Accessories,"₹1,539","₹4,159",63%,3.9,"4,921"
B0405340434,Producto Computers&Accessories 452,Computers&Accessories,"₹3,340","₹7,106",53%,3.8,708
B0983592478,Producto HomeImprovement 453,HomeImprovement,₹519,₹824,37%,3.7,"8,219"
B0343302675,Producto Electronics 454,Electronics,₹620,"₹2,383",74%,4.4,"4,425"
B0652653458,Producto Computers&Accessories 455,Computers&Accessories,₹756,"₹1,095",31%,3.8,"11,009"
B0577637505,Producto Electronics 456,Electronics,"₹1,198","₹1,516",21%,3.7,"2,660"
B0256529318,Producto Computers&Accessories 457,Computers&Accessories,₹628,"₹1,163",46%,4.1,"7,399"
B0600437594,Producto Electronics 458,Electronics,"₹1,088","₹2,133",49%,4.1,"3,360"
B0460840263,Producto Electronics 459,Electronics,"₹3,703","₹6,070",39%,4.3,"1,154"
B0450234549,Producto Electronics 460,Electronics,"₹2,279","₹4,848",53%,4.1,"7,045"
B0537388058,Producto Home&Kitchen 461,Home&Kitchen,"₹1,081","₹2,079",48%,4.1,"6,642"
B0594286158,Producto Home&Kitchen 462,Home&Kitchen,₹945,"₹2,054",54%,4.0,174
B0946075630,Producto Computers&Accessories 463,Computers&Accessories,"₹3,614","₹4,633",22%,3.6,573
B0875520845,Producto Car&Motorbike 464,Car&Motorbike,₹245,₹645,62%,4.0,"12,153"
B0290828742,Producto Computers&Accessories 465,Computers&Accessories,"₹1,149","₹2,444",53%,4.1,"3,213"
B0399137040,Producto Electronics 466,Electronics,₹300,₹639,53%,3.9,"7,935"
B0308900313,Producto OfficeProducts 467,OfficeProducts,₹99,₹129,23%,3.5,"11,499"
B0860013540,Producto Electronics 468,Electronics,₹868,"₹3,617",76%,3.8,"7,732"
B0675684435,Producto Car&Motorbike 469,Car&Motorbike,₹686,"₹1,124",39%,4.0,"3,957"
B0269955977,Producto Electronics 470,Electronics,"₹2,764","₹3,412",19%,4.2,"1,674"
B0482658706,Producto Car&Motorbike 471,Car&Motorbike,₹542,"₹1,937",72%,4.6,"9,504"
B0809501597,Producto Electronics 472,Electronics,"₹5,554","₹8,678",36%,3.9,"5,301"
B0646719133,Producto OfficeProducts 473,OfficeProducts,₹234,₹668,65%,3.9,"5,347"
B0736826264,Producto Computers&Accessories 474,Computers&Accessories,₹880,"₹1,834",52%,3.9,"8,115"
B0755827799,Producto Health&PersonalCare 475,Health&PersonalCare,₹106,₹272,61%,3.8,"1,265"
B0840684670,Producto Electronics 476,Electronics,"₹3,373","₹6,133",45%,4.2,"5,209"
B0819097793,Producto Computers&Accessories 477,Computers&Accessories,₹563,"₹1,223",54%,4.6,"6,139"
B0399911013,Producto Car&Motorbike 478,Car&Motorbike,₹609,₹999,39%,3.8,"2,068"
B0557696418,Producto Computers&Accessories 479,Computers&Accessories,"₹2,462","₹3,282",25%,3.6,"3,859"
B0454240306,Producto Computers&Accessories 480,Computers&Accessories,"₹1,173","₹2,213",47%,4.3,"1,247"
B0204224868,Producto Home&Kitchen 481,Home&Kitchen,₹471,"₹1,273",63%,4.1,"2,436"
B0189473350,Producto Computers&Accessories 482,Computers&Accessories,₹493,₹986,50%,4.1,"3,467"
B0296737350,Producto Computers&Accessories 483,Computers&Accessories,"₹1,683","₹2,672",37%,4.4,"4,010"
B0862080410,Producto Computers&Accessories 484,Computers&Accessories,"₹4,550","₹7,983",43%,3.6,"4,998"
B0887413001,Producto HomeImprovement 485,HomeImprovement,₹86,₹297,71%,3.7,"7,492"
B0118026678,Producto Electronics 486,Electronics,₹839,"₹1,216",31%,3.9,"1,527"
B0704426694,Producto Electronics 487,Electronics,"₹2,894","₹5,788",50%,4.0,"14,961"
B0907663237,Producto Car&Motorbike 488,Car&Motorbike,₹493,"₹1,493",67%,4.0,"7,373"
B0746868997,Producto OfficeProducts 489,OfficeProducts,₹711,"₹1,654",57%,4.7,"27,174"
B0117440076,Producto Computers&Accessories 490,Computers&Accessories,₹905,"₹1,104",18%,3.9,"8,329"
B0811987119,Producto Computers&Accessories 491,Computers&Accessories,"₹2,945","₹3,875",24%,3.8,"1,766"
B0355458561,Producto Electronics 492,Electronics,"₹2,010","₹4,276",53%,4.1,"1,197"
B0853914066,Producto Electronics 493,Electronics,₹690,"₹1,437",52%,4.3,925
B0642089266,Producto Computers&Accessories 494,Computers&Accessories,₹847,"₹1,227",31%,3.8,157
B0368756412,Producto Computers&Accessories 495,Computers&Accessories,"₹1,539","₹2,108",27%,3.9,"4,090"
B0953024402,Producto Computers&Accessories 496,Computers&Accessories,₹314,₹982,68%,4.3,"3,312"
B0150340849,Producto Electronics 497,Electronics,"₹1,792","₹7,166",75%,4.4,"11,498"
B0627987064,Producto Health&PersonalCare 498,Health&PersonalCare,₹394,₹839,53%,4.1,"2,775"
B0454278015,Producto Health&PersonalCare 499,Health&PersonalCare,₹207,₹334,38%,4.7,"2,376"
B0946259250,Producto Home&Kitchen 500,Home&Kitchen,₹375,"₹1,102",66%,4.6,"11,075"
B0709943705,Producto Computers&Accessories 501,Computers&Accessories,"₹2,126","₹4,011",47%,3.6,"17,192"
B0874152773,Producto Electronics 502,Electronics,"₹1,805","₹3,167",43%,3.5,"9,009"
B0337358389,Producto Home&Kitchen 503,Home&Kitchen,"₹2,116","₹4,318",51%,4.3,"8,546"
B0105397902,Producto Home&Kitchen 504,Home&Kitchen,"₹1,114","₹1,827",39%,4.4,"12,585"
B0889252315,Producto Electronics 505,Electronics,₹967,"₹1,639",41%,3.9,"5,788"
B0340583626,Producto HomeImprovement 506,HomeImprovement,₹208,₹385,46%,3.9,"7,739"
B0783713159,Producto Home&Kitchen 507,Home&Kitchen,"₹1,342","₹2,580",48%,3.8,"6,295"
B0944528184,Producto Toys&Games 508,Toys&Games,₹434,₹523,17%,3.6,"5,376"
B0177939633,Producto Home&Kitchen 509,Home&Kitchen,₹653,"₹1,390",53%,4.4,"3,003"
B0103666608,Producto Computers&Accessories 510,Computers&Accessories,"₹1,478","₹2,111",30%,3.9,"8,473"
B0445520242,Producto Computers&Accessories 511,Computers&Accessories,₹323,₹539,40%,4.1,"1,171"
B0946992882,Producto Toys&Games 512,Toys&Games,₹86,₹191,55%,3.5,"4,206"
B0909141719,Producto OfficeProducts 513,OfficeProducts,₹398,"₹1,530",74%,4.4,"6,792"
B0397863167,Producto Electronics 514,Electronics,"₹1,955","₹2,573",24%,4.1,50
B0326229488,Producto Electronics 515,Electronics,"₹1,183","₹2,465",52%,3.7,"2,368"
B0540168570,Producto Computers&Accessories 516,Computers&Accessories,"₹4,211","₹7,656",45%,4.1,"7,019"
B0284300323,Producto Home&Kitchen 517,Home&Kitchen,"₹1,174","₹2,445",52%,4.0,"2,845"
B0990178374,Producto Health&PersonalCare 518,Health&PersonalCare,₹495,"₹1,413",65%,3.9,"15,247"
B0296564036,Producto Electronics 519,Electronics,"₹3,600","₹7,826",54%,3.2,"3,733"
B0738335801,Producto Computers&Accessories 520,Computers&Accessories,"₹1,731","₹3,683",53%,3.8,"3,321"
B0605286718,Producto Computers&Accessories 521,Computers&Accessories,"₹5,199","₹5,713",9%,4.0,"6,601"
B0765707228,Producto Car&Motorbike 522,Car&Motorbike,₹454,₹648,30%,3.8,"2,203"
B0764824847,Producto MusicalInstruments 523,MusicalInstruments,₹717,"₹1,156",38%,3.9,"1,152"
B0543239813,Producto MusicalInstruments 524,MusicalInstruments,₹340,₹641,47%,4.4,"8,802"
B0246152013,Producto Computers&Accessories 525,Computers&Accessories,₹249,₹346,28%,3.9,804
B0241919865,Producto Computers&Accessories 526,Computers&Accessories,"₹1,597","₹2,281",30%,3.4,"1,644"
B0211907763,Producto Electronics 527,Electronics,₹393,₹742,47%,4.0,"4,628"
B0520642049,Producto Electronics 528,Electronics,₹672,"₹1,179",43%,4.0,"3,284"
B0682916312,Producto OfficeProducts 529,OfficeProducts,₹319,₹560,43%,3.8,"29,167"
B0273982174,Producto Home&Kitchen 530,Home&Kitchen,₹85,₹100,15%,4.1,"4,610"
B0684197233,Producto Health&PersonalCare 531,Health&PersonalCare,₹283,₹471,40%,3.6,"3,020"
B0386052209,Producto Health&PersonalCare 532,Health&PersonalCare,₹405,₹506,20%,3.9,"1,654"
B0998430924,Producto Computers&Accessories 533,Computers&Accessories,"₹4,252","₹7,331",42%,3.6,"4,663"
B0799530897,Producto Home&Kitchen 534,Home&Kitchen,₹912,"₹1,471",38%,3.9,"9,671"
B0823772368,Producto Toys&Games 535,Toys&Games,₹526,₹822,36%,4.2,597
B0303120876,Producto MusicalInstruments 536,MusicalInstruments,"₹4,935","₹6,854",28%,3.9,"4,536"
B0664750811,Producto Electronics 537,Electronics,₹744,"₹2,757",73%,4.0,"4,820"
B0661582027,Producto Computers&Accessories 538,Computers&Accessories,"₹1,397","₹2,409",42%,4.0,"8,130"
B0521803938,Producto Electronics 539,Electronics,"₹4,396","₹6,561",33%,4.0,"4,005"
B0991388501,Producto Car&Motorbike 540,Car&Motorbike,₹403,₹660,39%,4.2,"6,816"
B0202459046,Producto Computers&Accessories 541,Computers&Accessories,"₹3,132","₹4,121",24%,4.2,"15,738"
B0646957440,Producto Electronics 542,Electronics,₹488,₹920,47%,4.4,"10,651"
B0162286333,Producto Home&Kitchen 543,Home&Kitchen,"₹1,433","₹2,018",29%,4.0,"2,773"
B0607666596,Producto Computers&Accessories 544,Computers&Accessories,"₹2,770","₹3,378",18%,3.5,844
B0650533376,Producto Computers&Accessories 545,Computers&Accessories,"₹1,071","₹1,508",29%,4.2,"3,422"
B0958794975,Producto Electronics 546,Electronics,"₹1,070","₹2,891",63%,4.4,"2,256"
B0454353721,Producto Home&Kitchen 547,Home&Kitchen,"₹2,970","₹3,667",19%,4.6,"4,760"
B0625470976,Producto Computers&Accessories 548,Computers&Accessories,"₹1,551","₹1,915",19%,4.4,"4,367"
B0103391628,Producto Home&Kitchen 549,Home&Kitchen,"₹1,679","₹1,845",9%,3.8,447
B0647381933,Producto Computers&Accessories 550,Computers&Accessories,"₹1,171","₹2,168",46%,4.1,"5,134"
B0717898670,Producto OfficeProducts 551,OfficeProducts,₹289,₹380,24%,3.9,"10,644"
B0686550480,Producto Computers&Accessories 552,Computers&Accessories,"₹1,071","₹1,260",15%,3.8,"2,890"
B0624241611,Producto Computers&Accessories 553,Computers&Accessories,₹863,"₹2,785",69%,4.0,"3,749"
B0171465982,Producto OfficeProducts 554,OfficeProducts,₹525,"₹1,695",69%,4.4,"12,255"
B0444985094,Producto Computers&Accessories 555,Computers&Accessories,₹220,₹612,64%,3.6,"3,702"
B0106670326,Producto Electronics 556,Electronics,"₹5,762","₹9,294",38%,3.7,"3,250"
B0935896370,Producto Electronics 557,Electronics,"₹3,846","₹5,269",27%,4.3,"9,957"
B0666244610,Producto Home&Kitchen 558,Home&Kitchen,₹600,"₹1,034",42%,4.4,"1,986"
