id_venta,fecha,pais,categoria,precio_unitario,cantidad,precio_total,metodo_pago,calificacion,edad_cliente
1232,2024-02-20,,Juguetes,189.74,1,$189.74,tarjeta,1.0,18.0
1569,15/01/2024,Peru,Juguetes,1074.27,1,1074.27,efectivo,99.0,200.0
1447,2024/04/10,colombia,ROPA,696.68,2,1393.36,Tarjeta,4.0,25.0
1304,15/01/2024,Perú,hogar,23202.0,2,46404.0,efectivo,,18.0
1429,,  México ,hogar,,1,408.67,PayPal,3.0,200.0
1578,2024-02-20,Perú,Electrónica,308.85,2,617.7,efectivo,3.0,-5.0
1171,2024-02-20,México,electronica,814.1,1,814.1,,1.0,34.0
1157,01-03-2024,  México ,Electronica ,257.34,1,$257.34,Efectivo,99.0,52.0
1406,2024-02-20,  México ,electronica,1685.64,2,$3371.28,Efectivo,5.0,-5.0
1307,2024-01-15,España,Ropa,518.21,1,518.21,efectivo,5.0,-5.0
1428,,mexico,Hogar,620.94,2,1241.88,Efectivo,5.0,-5.0
1520,2024-05-25,  México ,ROPA,98.92,1,98.92,PayPal,3.0,25.0
1401,15/01/2024,mexico,Electronica ,394.73,4,1578.92,paypal,99.0,
1339,15/01/2024,Colombia,ROPA,,1,139.13,Tarjeta,2.0,200.0
1524,15/01/2024,colombia,electronica,1109.76,4,$4439.04,paypal,,45.0
1398,01-03-2024,,juguetes,79.75,1,$79.75,Tarjeta,4.0,25.0
1364,2024-02-20,España,hogar,,1,895.04,Efectivo,2.0,18.0
1378,01-03-2024,Peru,juguetes,511.29,1,511.29,Tarjeta,4.0,200.0
1156,01-03-2024,México,Juguetes,368.01,2,736.02,Efectivo,2.0,
1179,15/01/2024,colombia,Juguetes,202.97,1,202.97,Tarjeta,1.0,34.0
1152,2024-05-25,Peru,juguetes,236.7,1,$236.7,paypal,,25.0
1151,2024-05-25,España,Electronica ,207.13,1,$207.13,Tarjeta,3.0,45.0
1078,2024-01-15,Colombia,Ropa,,1,1039.59,PayPal,4.0,25.0
1498,2024/04/10,Perú,Electrónica,324.1,1,$324.1,,2.0,52.0
1140,2024/04/10,colombia,Hogar,267.21,3,801.63,PayPal,3.0,-5.0
1554,2024-05-25,,Ropa,555.82,2,1111.64,tarjeta,99.0,45.0
1580,2024-05-25,colombia,,,1,914.15,Tarjeta,,34.0
1092,01-03-2024,Colombia,electronica,,1,616.05,tarjeta,,34.0
1556,01-03-2024,,Juguetes,,1,355.12,Tarjeta,1.0,34.0
1596,01-03-2024,ESPAÑA,Ropa,517.86,2,$1035.72,PayPal,,
1319,,colombia,Juguetes,319.36,1,319.36,Efectivo,99.0,34.0
1131,,MEXICO,Electronica ,171.56,1,171.56,tarjeta,4.0,
1197,,  México ,ROPA,60.13,1,60.13,Efectivo,2.0,-5.0
1588,,Colombia,hogar,39.95,1,$39.95,PayPal,4.0,200.0
1474,01-03-2024,Perú,ROPA,301.13,1,301.13,efectivo,5.0,45.0
1104,2024-02-20,colombia,Electrónica,977.36,1,977.36,Tarjeta,5.0,45.0
1010,15/01/2024,Colombia,Ropa,773.59,1,773.59,PayPal,1.0,45.0
1503,2024-05-25,  México ,Electronica ,328.78,1,328.78,Tarjeta,4.0,18.0
1329,2024-05-25,,Electronica ,648.09,1,$648.09,,3.0,45.0
1199,2024/04/10,MX,Electrónica,685.1,4,$2740.4,tarjeta,3.0,200.0
1356,,ESPAÑA,Juguetes,814.75,3,$2444.25,efectivo,,
1595,15/01/2024,,electronica,264.59,2,529.18,,1.0,52.0
1471,2024-01-15,Perú,juguetes,471.53,2,943.06,tarjeta,5.0,18.0
1531,2024-01-15,,Ropa,631.77,1,631.77,Efectivo,3.0,
1592,01-03-2024,mexico,Electrónica,766.45,1,$766.45,,,25.0
1133,2024/04/10,España,electronica,482.86,2,$965.72,,4.0,200.0
1118,2024-01-15,Colombia,ROPA,656.9,1,656.9,paypal,,34.0
1370,2024-01-15,Perú,ROPA,313.31,1,313.31,Tarjeta,4.0,45.0
1302,01-03-2024,mexico,Hogar,255.04,1,255.04,paypal,2.0,52.0
1134,01-03-2024,Perú,electronica,432.22,1,432.22,Efectivo,99.0,18.0
1468,2024-01-15,Perú,Hogar,649.99,1,649.99,tarjeta,,18.0
1481,,España,ROPA,990.76,1,990.76,Tarjeta,4.0,-5.0
1544,01-03-2024,mexico,electronica,1102.08,2,2204.16,Efectivo,2.0,-5.0
1387,15/01/2024,ESPAÑA,Juguetes,387.07,1,387.07,PayPal,,-5.0
1484,2024-01-15,MEXICO,juguetes,764.63,1,764.63,paypal,2.0,18.0
1005,2024-02-20,México,Hogar,,1,328.69,PayPal,5.0,
1278,15/01/2024,  México ,hogar,1518.59,1,1518.59,Efectivo,99.0,45.0
1446,01-03-2024,MEXICO,juguetes,375.32,1,$375.32,tarjeta,3.0,45.0
1282,2024/04/10,MX,Hogar,166.77,1,166.77,,2.0,25.0
1315,15/01/2024,,hogar,1243.98,1,$1243.98,efectivo,5.0,34.0
1382,2024-02-20,Perú,,583.22,1,$583.22,,5.0,52.0
1115,,MEXICO,Electrónica,829.42,2,1658.84,PayPal,1.0,18.0
1410,2024-02-20,México,electronica,86.06,1,86.06,efectivo,2.0,52.0
1075,2024/04/10,Colombia,electronica,232.12,2,464.24,PayPal,5.0,-5.0
1084,2024-01-15,ESPAÑA,Electrónica,129.31,1,129.31,Tarjeta,99.0,
1053,15/01/2024,MEXICO,Electronica ,597.37,3,1792.11,paypal,4.0,-5.0
1479,01-03-2024,  México ,hogar,258.93,1,258.93,tarjeta,2.0,18.0
1549,2024/04/10,Peru,Electronica ,382.66,2,765.32,PayPal,4.0,52.0
1333,15/01/2024,Colombia,Juguetes,352.04,3,1056.12,,99.0,25.0
1208,2024-02-20,mexico,Hogar,558.47,1,558.47,PayPal,2.0,200.0
1206,2024-05-25,Peru,Ropa,216.48,3,649.44,paypal,4.0,-5.0
1073,15/01/2024,,hogar,360.03,2,720.06,efectivo,1.0,200.0
1008,2024/04/10,colombia,juguetes,65.46,2,130.92,Efectivo,99.0,52.0
1222,2024-05-25,Colombia,juguetes,84.86,5,424.3,PayPal,4.0,34.0
1045,,Colombia,,,3,$1084.41,Efectivo,2.0,
1262,15/01/2024,MX,Electronica ,,1,$451.48,,99.0,
1027,,mexico,Ropa,958.88,5,4794.4,paypal,99.0,25.0
1003,2024-02-20,Peru,Hogar,124.67,1,124.67,PayPal,1.0,
1323,2024/04/10,Peru,hogar,1017.71,3,3053.13,Tarjeta,4.0,25.0
1016,01-03-2024,Colombia,Ropa,1605.71,1,$1605.71,efectivo,3.0,18.0
1404,,MEXICO,hogar,685.88,1,685.88,efectivo,5.0,45.0
1239,15/01/2024,MEXICO,Electronica ,289.46,2,578.92,Tarjeta,4.0,-5.0
1041,2024-05-25,Perú,Hogar,495.57,2,991.14,paypal,1.0,200.0
1176,2024/04/10,MX,Juguetes,561.43,1,561.43,efectivo,3.0,200.0
1272,,MEXICO,hogar,13034.0,2,26068.0,paypal,5.0,-5.0
1129,,  México ,Ropa,224.96,2,449.92,paypal,,34.0
1419,01-03-2024,Colombia,Electronica ,1007.06,2,2014.12,Efectivo,2.0,34.0
1504,15/01/2024,MX,Juguetes,362.78,1,362.78,,5.0,-5.0
1079,15/01/2024,Colombia,hogar,283.88,2,$567.76,efectivo,3.0,25.0
1402,01-03-2024,España,Juguetes,254.03,2,508.06,efectivo,2.0,200.0
1164,2024-05-25,MX,electronica,774.56,1,774.56,Efectivo,4.0,
1407,2024-01-15,mexico,Juguetes,31039.999999999996,2,62080.0,,2.0,45.0
1059,2024-02-20,España,electronica,450.81,1,450.81,Tarjeta,3.0,52.0
1425,,ESPAÑA,Juguetes,542.7,2,1085.4,tarjeta,1.0,34.0
1572,2024-01-15,Peru,hogar,,1,$813.17,Efectivo,3.0,
1393,2024-02-20,mexico,Electrónica,295.65,1,$295.65,efectivo,1.0,25.0
1430,2024-01-15,México,Electrónica,214.51,1,$214.51,Tarjeta,4.0,25.0
1202,2024-02-20,México,,934.76,1,934.76,Efectivo,99.0,18.0
1543,01-03-2024,México,Electrónica,743.51,1,$743.51,Efectivo,3.0,25.0
1183,01-03-2024,  México ,Electrónica,607.63,1,$607.63,paypal,1.0,34.0
1320,2024-02-20,México,ROPA,420.95,2,841.9,PayPal,4.0,-5.0
1177,2024-05-25,colombia,Electrónica,766.95,3,2300.85,Efectivo,,200.0
1424,15/01/2024,Perú,,475.59,1,475.59,tarjeta,4.0,25.0
1560,01-03-2024,España,hogar,614.93,1,$614.93,tarjeta,,25.0
1093,01-03-2024,México,ROPA,441.35,3,1324.05,PayPal,1.0,
1168,2024-05-25,MX,juguetes,1138.76,1,1138.76,,4.0,25.0
1201,2024-02-20,MEXICO,juguetes,1218.05,1,1218.05,Tarjeta,1.0,-5.0
1082,2024-02-20,MX,Ropa,129.87,1,129.87,,99.0,200.0
1048,2024-02-20,Colombia,,123.77,4,$495.08,efectivo,4.0,200.0
1158,01-03-2024,mexico,Juguetes,400.26,1,400.26,,1.0,45.0
1085,15/01/2024,Colombia,electronica,900.61,1,900.61,tarjeta,99.0,200.0
1191,15/01/2024,Peru,juguetes,291.58,1,291.58,Efectivo,99.0,52.0
1153,2024-01-15,Perú,hogar,217.17,2,$434.34,tarjeta,2.0,18.0
1154,2024-05-25,ESPAÑA,juguetes,747.15,2,1494.3,PayPal,,25.0
1130,2024-02-20,Colombia,electronica,230.4,1,230.4,efectivo,99.0,52.0
1405,,ESPAÑA,Juguetes,549.34,1,549.34,efectivo,1.0,52.0
1397,2024-05-25,Colombia,electronica,636.86,1,636.86,paypal,99.0,-5.0
1372,2024-01-15,ESPAÑA,electronica,169.36,1,169.36,Efectivo,3.0,18.0
1512,01-03-2024,México,ROPA,354.82,5,1774.1,paypal,4.0,18.0
1475,,,Electronica ,191.74,1,$191.74,Tarjeta,99.0,45.0
1010,15/01/2024,Colombia,Ropa,773.59,1,773.59,PayPal,1.0,45.0
1086,01-03-2024,México,ROPA,858.76,2,1717.52,Tarjeta,1.0,
1035,2024-02-20,Colombia,electronica,183.38,1,183.38,PayPal,2.0,25.0
1598,2024/04/10,colombia,juguetes,183.98,4,$735.92,paypal,99.0,25.0
1213,2024-02-20,España,electronica,1043.89,2,2087.78,Tarjeta,2.0,-5.0
1381,2024/04/10,México,electronica,385.49,1,385.49,Efectivo,3.0,-5.0
1028,2024/04/10,colombia,Ropa,559.15,2,$1118.3,efectivo,,34.0
1578,2024-02-20,Perú,Electrónica,308.85,2,617.7,efectivo,3.0,-5.0
1311,2024-02-20,Colombia,juguetes,,1,466.52,paypal,2.0,34.0
1303,,Perú,Hogar,511.12,1,511.12,,1.0,52.0
1117,2024-01-15,México,Ropa,87.26,3,261.78,Tarjeta,3.0,34.0
1107,2024-01-15,Peru,,148.08,1,148.08,tarjeta,99.0,18.0
1541,2024-02-20,,,219.22,1,219.22,PayPal,4.0,25.0
1198,2024-05-25,,Electrónica,231.26,1,$231.26,tarjeta,99.0,25.0
1384,01-03-2024,MEXICO,electronica,569.86,2,$1139.72,paypal,5.0,34.0
1281,2024/04/10,Peru,Electronica ,912.32,2,1824.64,tarjeta,3.0,-5.0
1045,,Colombia,,,3,$1084.41,Efectivo,2.0,
1517,2024/04/10,Colombia,juguetes,146.57,1,146.57,paypal,3.0,-5.0
1144,2024/04/10,mexico,,325.61,1,$325.61,paypal,1.0,45.0
1353,15/01/2024,México,ROPA,583.78,4,2335.12,tarjeta,3.0,
1029,2024-05-25,ESPAÑA,Ropa,858.36,1,858.36,tarjeta,4.0,34.0
1335,2024-05-25,Colombia,Electrónica,1875.72,1,1875.72,tarjeta,4.0,52.0
1435,2024-02-20,colombia,electronica,,1,1601.49,tarjeta,99.0,200.0
1454,2024/04/10,colombia,Electronica ,668.69,2,1337.38,Efectivo,,18.0
1011,15/01/2024,colombia,Electronica ,744.06,1,744.06,Tarjeta,,45.0
1142,15/01/2024,MX,Juguetes,23535.5,1,$23535.5,Efectivo,2.0,52.0
1394,2024-01-15,  México ,,214.84,1,$214.84,Efectivo,1.0,
1555,,ESPAÑA,Ropa,401.63,2,$803.26,efectivo,5.0,52.0
1589,01-03-2024,  México ,Ropa,789.99,2,$1579.98,efectivo,,34.0
1285,15/01/2024,MX,juguetes,1947.45,2,$3894.9,Efectivo,5.0,45.0
1527,2024-02-20,,electronica,124.69,4,498.76,paypal,1.0,52.0
1067,2024-05-25,ESPAÑA,juguetes,1040.51,1,$1040.51,tarjeta,2.0,34.0
1533,15/01/2024,colombia,,728.18,1,728.18,,4.0,200.0
1483,2024-05-25,España,ROPA,913.44,1,$913.44,PayPal,1.0,200.0
1338,01-03-2024,México,juguetes,686.12,3,2058.36,efectivo,3.0,18.0
1324,2024/04/10,mexico,Ropa,524.93,3,$1574.79,paypal,3.0,
1451,01-03-2024,colombia,Juguetes,868.21,1,868.21,PayPal,1.0,34.0
1375,,España,Electronica ,335.22,1,335.22,Efectivo,99.0,18.0
1329,2024-05-25,,Electronica ,648.09,1,$648.09,,3.0,45.0
1298,01-03-2024,Perú,juguetes,,1,548.2,efectivo,4.0,
1314,01-03-2024,MEXICO,Hogar,1447.31,1,1447.31,efectivo,1.0,34.0
1248,2024-05-25,Perú,electronica,645.17,1,645.17,efectivo,,34.0
1508,01-03-2024,MEXICO,Juguetes,438.87,1,$438.87,Tarjeta,5.0,45.0
1263,2024-02-20,España,Electronica ,487.16,1,$487.16,paypal,5.0,-5.0
1433,2024-02-20,,Ropa,160.56,1,160.56,paypal,,-5.0
1386,2024-01-15,ESPAÑA,electronica,13384.5,1,13384.5,efectivo,,18.0
1473,2024-05-25,España,Ropa,339.16,1,$339.16,efectivo,5.0,-5.0
1305,2024-05-25,Perú,Hogar,835.22,1,835.22,,1.0,200.0
1341,2024-05-25,ESPAÑA,hogar,,1,$9762.5,paypal,1.0,18.0
1019,2024-02-20,MX,Juguetes,,2,306.02,tarjeta,3.0,18.0
1514,,México,ROPA,333.96,2,667.92,Tarjeta,3.0,
1121,2024/04/10,  México ,electronica,385.57,1,385.57,paypal,2.0,25.0
1136,2024-01-15,México,ROPA,426.22,1,426.22,paypal,1.0,
1043,01-03-2024,colombia,Juguetes,439.22,1,439.22,efectivo,1.0,-5.0
1318,2024-05-25,ESPAÑA,Electronica ,260.51,2,521.02,,,200.0
1593,15/01/2024,Colombia,ROPA,354.76,1,354.76,efectivo,99.0,34.0
1518,2024-05-25,España,electronica,,1,$113992.0,Efectivo,99.0,200.0
1226,2024-05-25,MX,Ropa,263.45,2,526.9,tarjeta,,200.0
1470,01-03-2024,  México ,Electrónica,1073.65,1,1073.65,PayPal,1.0,-5.0
1291,2024-02-20,Perú,,,1,797.41,Efectivo,1.0,-5.0
1033,,,juguetes,322.86,1,322.86,tarjeta,1.0,200.0
1000,2024-02-20,ESPAÑA,Juguetes,340.38,1,340.38,Tarjeta,5.0,18.0
1135,15/01/2024,Colombia,ROPA,405.67,1,405.67,Tarjeta,3.0,34.0
1465,15/01/2024,Colombia,juguetes,133.26,1,133.26,efectivo,,25.0
1358,,Colombia,Hogar,362.62,1,$362.62,PayPal,99.0,
1552,01-03-2024,Colombia,Juguetes,1001.18,1,1001.18,Tarjeta,3.0,18.0
1225,2024/04/10,México,electronica,441.94,1,441.94,efectivo,5.0,52.0
1326,2024-01-15,mexico,electronica,502.8,1,502.8,Efectivo,1.0,18.0
1513,,colombia,Ropa,371.63,1,371.63,Efectivo,99.0,45.0
1190,2024-02-20,ESPAÑA,ROPA,1181.66,1,$1181.66,tarjeta,4.0,18.0
1539,2024-05-25,  México ,Juguetes,,2,949.0,,4.0,
1243,,Colombia,Hogar,420.78,1,420.78,paypal,99.0,200.0
1266,2024-01-15,MX,ROPA,624.99,2,$1249.98,PayPal,3.0,34.0
1547,15/01/2024,Perú,Electronica ,47.11,1,$47.11,Efectivo,2.0,200.0
1048,2024-02-20,Colombia,,123.77,4,$495.08,efectivo,4.0,200.0
1204,2024-05-25,Perú,,735.09,4,$2940.36,,4.0,200.0
1102,2024/04/10,colombia,,225.84,3,$677.52,paypal,5.0,200.0
1066,01-03-2024,Perú,Electronica ,664.34,1,664.34,,3.0,-5.0
1022,,  México ,Ropa,757.97,1,757.97,,2.0,45.0
1091,,MX,ROPA,941.72,2,1883.44,paypal,5.0,25.0
1463,01-03-2024,mexico,,1221.8,1,1221.8,PayPal,2.0,200.0
1510,01-03-2024,España,Hogar,468.57,1,468.57,Tarjeta,99.0,
1332,2024-01-15,ESPAÑA,Hogar,170.11,1,$170.11,Tarjeta,99.0,18.0
1350,2024-05-25,ESPAÑA,hogar,574.79,1,574.79,tarjeta,2.0,
1253,2024-05-25,Perú,hogar,766.36,1,766.36,efectivo,3.0,-5.0
1467,,Colombia,hogar,931.74,1,931.74,tarjeta,99.0,45.0
1469,2024/04/10,mexico,hogar,877.7,2,$1755.4,Efectivo,3.0,-5.0
1161,01-03-2024,MX,Juguetes,724.43,1,$724.43,paypal,99.0,52.0
1374,2024-02-20,MEXICO,Electronica ,696.68,1,696.68,Tarjeta,2.0,
1064,2024-05-25,ESPAÑA,Electrónica,268.78,2,537.56,PayPal,1.0,200.0
1420,,México,Ropa,328.46,4,1313.84,efectivo,3.0,
1203,2024-02-20,Colombia,Ropa,483.94,1,483.94,efectivo,1.0,
1526,15/01/2024,España,electronica,608.13,2,1216.26,efectivo,2.0,-5.0
1587,,  México ,Juguetes,449.48,1,$449.48,PayPal,2.0,45.0
1247,01-03-2024,ESPAÑA,Hogar,,5,$3226.9,Efectivo,3.0,25.0
1224,,,Hogar,280.72,3,842.16,PayPal,,-5.0
1209,2024/04/10,mexico,Juguetes,1039.99,2,2079.98,efectivo,5.0,200.0
1583,01-03-2024,  México ,juguetes,250.03,1,250.03,PayPal,2.0,-5.0
1497,15/01/2024,colombia,hogar,713.71,5,$3568.55,,99.0,45.0
1306,2024-01-15,mexico,hogar,,2,2560.58,tarjeta,,
1169,15/01/2024,colombia,Electronica ,607.86,1,607.86,PayPal,3.0,52.0
1366,,Perú,hogar,787.47,1,$787.47,Tarjeta,2.0,200.0
1354,2024-02-20,Peru,Hogar,1188.19,1,$1188.19,,4.0,52.0
1594,2024-05-25,ESPAÑA,electronica,393.74,1,$393.74,PayPal,2.0,18.0
1413,,España,electronica,531.43,1,531.43,tarjeta,1.0,18.0
1230,01-03-2024,Peru,hogar,223.4,1,223.4,Efectivo,1.0,200.0
1046,2024-05-25,MX,Electrónica,397.46,2,794.92,paypal,99.0,25.0
1500,2024-05-25,MEXICO,,579.65,1,579.65,paypal,1.0,200.0
1240,2024-05-25,México,juguetes,1016.62,1,1016.62,,,45.0
1399,2024-05-25,ESPAÑA,Juguetes,649.99,2,1299.98,efectivo,5.0,
1247,01-03-2024,ESPAÑA,Hogar,,5,$3226.9,Efectivo,3.0,25.0
1455,,Colombia,Ropa,519.73,3,1559.19,Tarjeta,4.0,25.0
1205,2024-01-15,España,Electrónica,249.95,2,499.9,,1.0,52.0
1371,15/01/2024,MEXICO,Electrónica,616.54,5,$3082.7,Tarjeta,3.0,52.0
1108,2024/04/10,España,hogar,697.6,1,$697.6,paypal,3.0,18.0
1219,15/01/2024,Peru,Electronica ,,2,2198.74,tarjeta,,-5.0
1290,2024-05-25,Peru,electronica,609.93,2,1219.86,Efectivo,5.0,-5.0
1001,2024-01-15,España,Ropa,439.44,1,439.44,paypal,1.0,34.0
1328,2024-01-15,MEXICO,ROPA,359.61,1,359.61,paypal,3.0,18.0
1507,2024/04/10,México,hogar,434.3,1,$434.3,efectivo,,25.0
1586,,Peru,Electrónica,281.0,1,$281.0,paypal,2.0,
1552,01-03-2024,Colombia,Juguetes,1001.18,1,1001.18,Tarjeta,3.0,18.0
1403,2024-05-25,México,Hogar,724.1,1,724.1,tarjeta,99.0,
1536,2024/04/10,España,Hogar,,1,697.37,Efectivo,4.0,18.0
1261,01-03-2024,España,Electrónica,1451.69,1,1451.69,efectivo,,52.0
1388,01-03-2024,España,hogar,1051.43,4,4205.72,tarjeta,,
1144,2024/04/10,mexico,,325.61,1,$325.61,paypal,1.0,45.0
1440,2024-01-15,ESPAÑA,juguetes,1089.72,1,1089.72,Efectivo,3.0,
1186,2024/04/10,MX,,1146.13,1,1146.13,Tarjeta,5.0,34.0
1052,2024-01-15,Perú,juguetes,,1,$579.47,efectivo,4.0,200.0
1355,2024-05-25,Perú,ROPA,697.64,1,$697.64,tarjeta,,200.0
1245,2024-02-20,ESPAÑA,Electrónica,632.13,1,$632.13,paypal,2.0,45.0
1334,01-03-2024,MEXICO,Electrónica,1546.59,1,1546.59,Efectivo,5.0,-5.0
1434,2024-05-25,MX,hogar,53.79,1,$53.79,PayPal,,52.0
1575,2024-05-25,colombia,hogar,972.78,1,972.78,tarjeta,3.0,-5.0
1182,,México,juguetes,554.75,1,554.75,,4.0,52.0
1492,2024-05-25,MX,electronica,966.8,1,966.8,paypal,2.0,52.0
1291,2024-02-20,Perú,,,1,797.41,Efectivo,1.0,-5.0
1058,2024-02-20,,Juguetes,271.9,1,271.9,paypal,5.0,52.0
1443,15/01/2024,  México ,Hogar,13.42,1,13.42,paypal,4.0,25.0
1360,01-03-2024,Perú,Hogar,415.37,1,$415.37,tarjeta,4.0,
1049,01-03-2024,México,Ropa,644.07,1,644.07,efectivo,,18.0
1312,01-03-2024,España,Juguetes,151.8,1,151.8,,1.0,34.0
1137,15/01/2024,Colombia,Electrónica,350.46,1,$350.46,Efectivo,1.0,
1486,2024/04/10,ESPAÑA,Hogar,410.37,4,1641.48,,1.0,200.0
1275,,colombia,Hogar,1432.47,3,$4297.41,,99.0,-5.0
1395,2024-01-15,  México ,Juguetes,909.9,1,$909.9,efectivo,99.0,200.0
1129,,  México ,Ropa,224.96,2,449.92,paypal,,34.0
1214,2024-05-25,ESPAÑA,electronica,235.17,1,235.17,paypal,3.0,25.0
1274,2024-01-15,,,891.5,4,3566.0,efectivo,5.0,34.0
1012,2024-05-25,ESPAÑA,hogar,810.51,1,810.51,paypal,2.0,34.0
1234,2024-02-20,  México ,Hogar,,2,891.24,efectivo,2.0,200.0
1477,,Colombia,Electrónica,587.19,2,1174.38,PayPal,,
1472,01-03-2024,colombia,ROPA,392.36,1,$392.36,,2.0,18.0
1187,2024-05-25,Peru,Hogar,1627.42,1,1627.42,Efectivo,3.0,-5.0
1238,2024/04/10,Perú,Electrónica,158.3,4,633.2,paypal,3.0,200.0
1417,2024/04/10,  México ,hogar,434.21,1,434.21,PayPal,,200.0
1347,2024-01-15,Perú,Hogar,1009.88,1,1009.88,efectivo,99.0,52.0
1241,01-03-2024,Perú,Hogar,323.0,4,1292.0,Tarjeta,2.0,52.0
1296,2024-01-15,colombia,juguetes,,1,$232.64,Tarjeta,1.0,45.0
1571,2024-05-25,Colombia,juguetes,1138.24,1,1138.24,efectivo,4.0,45.0
1436,15/01/2024,Peru,electronica,,2,$1491.82,,,-5.0
1534,2024-05-25,mexico,hogar,353.14,2,$706.28,PayPal,3.0,
1577,,Peru,Hogar,,2,$1540.7,Tarjeta,4.0,52.0
1125,2024/04/10,,Hogar,852.27,4,3409.08,efectivo,2.0,-5.0
1056,2024-05-25,México,,,1,396.83,Efectivo,5.0,45.0
1501,,  México ,Juguetes,1193.45,1,1193.45,,,
1348,2024-01-15,Colombia,Ropa,166.1,3,498.3,Tarjeta,5.0,52.0
1382,2024-02-20,Perú,,583.22,1,$583.22,,5.0,52.0
